#comment	rdp_tax_and_bootstrap	taxonomic_affiliation	blast_subject	blast_perc_identity	blast_perc_query_coverage	blast_evalue	blast_aln_length	seed_id	observation_name	observation_sum	ERR7901770	ERR7901771	ERR7901772	ERR7901773	ERR7901774	ERR7901775	ERR7901776	ERR7901777	ERR7901778	ERR7901779
no data	Bacteria;(1.0);Myxococcota;(1.0);Polyangia;(1.0);Polyangiales;(1.0);Phaselicystidaceae;(0.98);Phaselicystis;(0.98);unknown species;(0.96);	Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;unknown species	KF037634.1.1519	98.814	100.0	1.51e-125	253	ERR7901770.3577	Cluster_213	160	160	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Desulfobacterota;(1.0);Desulfovibrionia;(0.99);Desulfovibrionales;(0.99);Desulfohalobiaceae;(0.97);Desulfovermiculus;(0.97);unknown species;(0.96);	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus;unknown species	FJ536436.1.1473	99.209	100.0	3.25e-127	253	ERR7901770.38011	Cluster_214	288	4	1	0	0	147	126	1	0	9	0
no data	Bacteria;(1.0);Verrucomicrobiota;(1.0);Chlamydiae;(1.0);Chlamydiales;(1.0);Simkaniaceae;(1.0);unknown genus;(0.94);metagenome;(0.63);	Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;unknown genus;unknown species	DQ903988.1.1373	96.443	100.0	1.54e-115	253	ERR7901773.487	Cluster_215	80	0	0	0	80	0	0	0	0	0	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halobacteriaceae;(1.0);Halodesulfurarchaeum;(0.55);unknown species;(0.54);	Archaea;Halobacterota;Halobacteria;Halobacterales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	97.244	100.0	1.98e-119	254	ERR7901774.11754	Cluster_216	81	0	0	0	0	3	3	26	2	12	35
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Pseudomonadaceae;(1.0);Pseudomonas;(1.0);Pseudomonas viridiflava;(0.86);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.1071	Cluster_217	135	36	0	0	2	0	96	0	0	1	0
no data	Archaea;(1.0);Nanohaloarchaeota;(1.0);Nanosalinia;(1.0);Nanosalinales;(1.0);Nanosalinaceae;(1.0);Candidatus Haloredivivus;(0.94);unknown species;(0.87);	Archaea;Nanohaloarchaeota;Nanosalinia;Nanosalinales;Nanosalinaceae;Candidatus Haloredivivus;unknown species	EU869371.1.1242	95.276	100.0	4.32e-111	254	ERR7901774.9214	Cluster_218	101	0	0	0	0	12	25	21	43	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Marinobacteraceae;(1.0);Marinobacter;(1.0);unknown species;(0.39);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;Multi-affiliation	multi-subject	99.209	100.0	3.25e-127	253	ERR7901770.273	Cluster_219	121	6	78	0	0	22	15	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Propionibacteriales;(1.0);Nocardioidaceae;(1.0);Aeromicrobium;(1.0);Aeromicrobium sp.;(1.0);	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.497	Cluster_220	114	114	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Rhodothermia;(1.0);Balneolales;(1.0);Balneolaceae;(1.0);Fodinibius;(0.63);unknown species;(0.63);	Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;Multi-affiliation;Multi-affiliation	multi-subject	96.443	100.0	1.54e-115	253	ERR7901774.2984	Cluster_221	83	0	0	0	0	35	48	0	0	0	0
no data	Bacteria;(1.0);Gemmatimonadota;(1.0);Gemmatimonadetes;(1.0);Gemmatimonadales;(1.0);Gemmatimonadaceae;(1.0);Roseisolibacter;(0.91);unknown species;(0.73);	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;Roseisolibacter agri	MF363155.1.1496	99.209	100.0	3.25e-127	253	ERR7901770.1611	Cluster_222	112	112	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Lactobacillales;(1.0);Lactobacillaceae;(1.0);Leuconostoc;(1.0);Leuconostoc gelidum;(0.98);	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.32096	Cluster_223	186	5	54	0	0	0	0	0	0	127	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Pseudomonadaceae;(1.0);Pseudomonas;(1.0);Pseudomonas parafulva;(0.88);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.76562	Cluster_224	195	15	25	2	51	0	32	16	30	2	22
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Pseudomonadaceae;(1.0);Pseudomonas;(1.0);Pseudomonas anguilliseptica;(0.77);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.1726	Cluster_225	97	0	0	0	72	0	0	0	0	0	25
no data	Bacteria;(1.0);Bacteroidota;(1.0);Rhodothermia;(1.0);Balneolales;(1.0);Balneolaceae;(1.0);Aliifodinibius;(0.67);unknown species;(0.67);	Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;Multi-affiliation;Multi-affiliation	multi-subject	98.024	100.0	3.28e-122	253	ERR7901774.4969	Cluster_226	114	0	0	0	0	49	65	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Acidimicrobiia;(1.0);unknown order;(0.95);unknown family;(0.95);unknown genus;(0.95);unknown species;(0.94);	Bacteria;Actinobacteriota;Acidimicrobiia;unknown order;unknown family;unknown genus;unknown species	multi-subject	98.031	100.0	9.15e-123	254	ERR7901777.68	Cluster_227	94	0	0	0	0	0	0	0	94	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Frankiales;(1.0);Geodermatophilaceae;(1.0);Blastococcus;(1.0);unknown species;(1.0);	Bacteria;Actinobacteriota;Actinobacteria;Multi-affiliation;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.20642	Cluster_228	139	10	4	0	0	0	0	0	125	0	0
no data	Bacteria;(1.0);Myxococcota;(1.0);Myxococcia;(1.0);Myxococcales;(1.0);Myxococcaceae;(1.0);unknown genus;(0.99);unknown species;(0.99);	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;unknown genus;unknown species	KJ600861.1.1467	99.605	100.0	6.99e-129	253	ERR7901771.620	Cluster_229	73	0	73	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Frankiales;(0.99);Nakamurellaceae;(0.99);Nakamurella;(0.99);Nakamurella sp.;(0.36);	Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;Nakamurella silvestris	KP899234.1.1344	100.0	100.0	1.50e-130	253	ERR7901770.1360	Cluster_230	87	87	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingopyxis;(1.0);Sphingopyxis chilensis;(0.91);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.5294	Cluster_231	90	0	0	0	84	0	6	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Diplorickettsiales;(1.0);Diplorickettsiaceae;(1.0);Rickettsiella;(1.0);unknown species;(1.0);	Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Rickettsiella;unknown species	EU236279.1.1411	100.0	100.0	1.50e-130	253	ERR7901779.1574	Cluster_232	76	0	0	0	0	0	0	0	0	0	76
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Moraxellaceae;(1.0);Perlucidibaca;(0.93);unknown species;(0.73);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Perlucidibaca;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.321	Cluster_233	103	0	0	0	103	0	0	0	0	0	0
no data	Bacteria;(1.0);Cyanobacteria;(1.0);Cyanobacteriia;(1.0);Cyanobacteriales;(1.0);Chroococcidiopsaceae;(1.0);unknown genus;(1.0);unknown species;(1.0);	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Chroococcidiopsaceae;unknown genus;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.1476	Cluster_234	120	118	0	0	0	0	2	0	0	0	0
no data	Bacteria;(1.0);Chloroflexi;(1.0);Anaerolineae;(1.0);SBR1031;(1.0);A4b;(1.0);unknown genus;(1.0);wastewater metagenome;(1.0);	Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;unknown genus;unknown species	GQ480058.1.1455	98.024	100.0	3.28e-122	253	ERR7901770.98	Cluster_235	84	84	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Rhizobiaceae;(1.0);Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;(1.0);unknown species;(0.77);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;Multi-affiliation	multi-subject	99.209	100.0	3.25e-127	253	ERR7901770.9021	Cluster_236	84	84	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Xanthomonadales;(1.0);Xanthomonadaceae;(1.0);Thermomonas;(0.9);Thermomonas sp.;(0.5);	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;Thermomonas hydrothermalis	AF542054.1.1478	99.605	100.0	6.99e-129	253	ERR7901771.6290	Cluster_237	74	0	39	0	0	0	0	0	0	0	35
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halobacteriaceae;(0.98);Halanaeroarchaeum;(0.95);Halanaeroarchaeum sulfurireducens;(0.84);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halobacteriaceae;Halanaeroarchaeum;Halanaeroarchaeum sulfurireducens	multi-subject	98.819	100.0	4.23e-126	254	ERR7901774.66132	Cluster_238	103	0	0	0	0	3	3	52	3	18	24
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micromonosporales;(1.0);Micromonosporaceae;(1.0);Actinoplanes;(0.51);unknown species;(0.3);	Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;unknown species	FM872716.1.1468	100.0	100.0	1.50e-130	253	ERR7901770.1783	Cluster_239	185	185	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Acetobacterales;(1.0);Acetobacteraceae;(1.0);Acidiphilium;(0.77);unknown species;(0.63);	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;unknown species	HM332702.1.1325	98.814	100.0	1.51e-125	253	ERR7901770.968	Cluster_240	81	81	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Caulobacterales;(1.0);Caulobacteraceae;(1.0);Brevundimonas;(1.0);Brevundimonas alba;(0.45);	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.131	Cluster_241	81	0	46	0	22	0	9	0	0	0	4
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Reyranellales;(1.0);Reyranellaceae;(1.0);Reyranella;(1.0);unknown species;(0.57);	Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.9108	Cluster_242	71	0	0	0	71	0	0	0	0	0	0
no data	Bacteria;(1.0);Desulfobacterota;(1.0);Desulfovibrionia;(1.0);Desulfovibrionales;(1.0);Desulfohalobiaceae;(0.99);Desulfovermiculus;(0.99);unknown species;(0.97);	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus;unknown species	FJ536436.1.1473	99.209	100.0	3.25e-127	253	ERR7901770.44611	Cluster_244	81	15	59	0	0	1	0	0	0	4	2
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);NRL2;(1.0);unknown family;(1.0);unknown genus;(1.0);unknown species;(0.76);	Bacteria;Proteobacteria;Alphaproteobacteria;NRL2;unknown family;unknown genus;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901773.7252	Cluster_246	57	0	0	0	48	0	0	0	0	3	6
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Corynebacteriales;(1.0);Mycobacteriaceae;(1.0);Mycobacterium;(1.0);Mycobacterium sp.;(0.26);	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.806	Cluster_247	70	1	0	0	69	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Rhizobiaceae;(1.0);Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;(0.82);Dinobryon sp.;(0.29);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.1772	Cluster_248	80	0	0	0	0	0	0	0	0	0	80
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Thermoleophilia;(1.0);Solirubrobacterales;(1.0);Solirubrobacteraceae;(1.0);Parviterribacter;(0.95);unknown species;(0.93);	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;unknown species	JF177233.1.1352	99.209	100.0	3.25e-127	253	ERR7901770.234	Cluster_249	84	84	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Oxalobacteraceae;(0.96);Oxalicibacterium;(0.28);unknown species;(0.28);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901770.2597	Cluster_250	90	24	66	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(1.0);Sphingomonas panacis;(0.24);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.7784	Cluster_251	60	0	60	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Moraxellaceae;(1.0);Psychrobacter;(1.0);Psychrobacter alimentarius;(1.0);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.828	Cluster_252	81	0	80	0	0	0	1	0	0	0	0
no data	Bacteria;(1.0);Verrucomicrobiota;(1.0);Chlamydiae;(1.0);Chlamydiales;(1.0);Parachlamydiaceae;(1.0);Neochlamydia;(1.0);Parachlamydiaceae bacterium HS-T3;(1.0);	Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Neochlamydia;Parachlamydiaceae bacterium HS-T3	BBPT01000010.105.1630	100.0	100.0	1.50e-130	253	ERR7901777.2214	Cluster_253	144	0	0	0	0	0	0	0	144	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Acetobacterales;(1.0);Acetobacteraceae;(1.0);Roseomonas;(0.95);Roseomonas aquatica;(0.47);	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.660	Cluster_254	63	0	0	0	0	0	0	0	0	0	63
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(1.0);Micrococcaceae;(1.0);Rothia;(1.0);unknown species;(0.72);	Bacteria;Actinobacteriota;Actinobacteria;Multi-affiliation;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.8701	Cluster_255	72	0	67	0	3	2	0	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Chitinophagales;(1.0);Chitinophagaceae;(1.0);unknown genus;(0.44);unknown species;(0.3);	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;unknown species	EU133701.1.1298	98.419	100.0	7.04e-124	253	ERR7901770.618	Cluster_257	63	63	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(1.0);Sphingomonas asaccharolytica;(0.84);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.707	Cluster_258	72	72	0	0	0	0	0	0	0	0	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Haloferacaceae;(1.0);Haloplanus;(1.0);Haloplanus vescus;(0.53);	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloplanus;Multi-affiliation	multi-subject	99.606	100.0	1.95e-129	254	ERR7901776.660	Cluster_259	106	0	0	0	0	0	0	87	0	19	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Ectothiorhodospirales;(1.0);Ectothiorhodospiraceae;(1.0);Halofilum;(1.0);Halofilum ochraceum;(0.5);	Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Halofilum;Halofilum ochraceum	KP052777.1.1463	100.0	100.0	4.20e-131	254	ERR7901778.1131	Cluster_260	101	0	0	0	0	0	0	0	0	101	0
no data	Archaea;(1.0);Halobacterota;(0.92);Halobacteria;(0.92);Halobacterales;(0.92);unknown family;(0.92);unknown genus;(0.92);unknown species;(0.92);	Archaea;Halobacterota;Halobacteria;Halobacterales;unknown family;unknown genus;unknown species	multi-subject	98.419	100.0	7.04e-124	253	ERR7901778.4387	Cluster_261	82	0	0	0	0	0	0	0	0	25	57
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);Variovorax;(0.68);Variovorax sp.;(0.56);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.2275	Cluster_262	81	79	0	0	2	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Thermoleophilia;(1.0);Solirubrobacterales;(1.0);Solirubrobacteraceae;(1.0);Solirubrobacter;(0.99);unknown species;(0.99);	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;unknown species	JF198723.1.1366	100.0	100.0	1.50e-130	253	ERR7901770.2210	Cluster_265	65	65	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Clostridia;(1.0);Oscillospirales;(1.0);Hungateiclostridiaceae;(1.0);Fastidiosipila;(1.0);unknown species;(1.0);	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila;unknown species	JF421649.1.1518	99.605	100.0	6.99e-129	253	ERR7901778.46	Cluster_268	100	0	0	0	0	0	0	0	0	100	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Corynebacteriales;(1.0);Corynebacteriaceae;(1.0);Lawsonella;(1.0);Lawsonella clevelandensis;(0.69);	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.16650	Cluster_269	76	0	18	0	0	0	0	0	0	0	58
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Moraxellaceae;(1.0);Acinetobacter;(1.0);Acinetobacter haemolyticus;(0.7);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii	KF699884.1.1348	99.209	100.0	9.05e-128	253	ERR7901773.3453	Cluster_270	79	0	0	0	79	0	0	0	0	0	0
no data	Bacteria;(1.0);Cyanobacteria;(1.0);Vampirivibrionia;(1.0);Obscuribacterales;(0.99);Obscuribacteraceae;(0.99);unknown genus;(0.94);unknown species;(0.89);	Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae;unknown genus;unknown species	AY945890.1.1459	96.063	100.0	7.14e-114	254	ERR7901771.84396	Cluster_271	120	0	1	0	0	0	0	0	119	0	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halobacteroidaceae;(1.0);Acetohalobium;(0.49);Acetohalobium arabaticum;(0.49);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Sporohalobacter;Multi-affiliation	multi-subject	98.814	100.0	1.51e-125	253	ERR7901774.1199	Cluster_272	115	0	0	0	0	35	22	0	0	36	22
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);unknown genus;(0.24);Leptothrix sp.;(0.2);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.1573	Cluster_277	57	0	0	0	0	0	0	0	0	0	57
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Steroidobacterales;(1.0);Steroidobacteraceae;(1.0);Steroidobacter;(1.0);unknown species;(1.0);	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.6093	Cluster_278	60	0	60	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);Methylibium;(0.69);unknown species;(0.69);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.10469	Cluster_279	65	0	0	0	29	0	0	0	0	36	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halobacteriaceae;(1.0);Halanaeroarchaeum;(0.99);unknown species;(0.99);	Archaea;Halobacterota;Halobacteria;Halobacterales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	98.425	100.0	1.97e-124	254	ERR7901776.7155	Cluster_280	127	0	0	0	0	0	4	61	2	21	39
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Caulobacterales;(1.0);Caulobacteraceae;(1.0);Caulobacter;(0.99);metagenome;(0.89);	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;unknown species	FQ658706.2.1303	99.209	100.0	3.25e-127	253	ERR7901770.1481	Cluster_281	67	67	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halobacteroidaceae;(1.0);Halanaerobacter;(1.0);Halanaerobacter lacunarum;(0.96);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter;Halanaerobacter lacunarum	U32593.1.1491	98.031	100.0	9.11e-123	254	ERR7901770.20596	Cluster_282	66	13	50	0	0	0	1	0	0	2	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Rhizobiaceae;(1.0);Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;(1.0);Rhizobium phaseoli;(1.0);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.8841	Cluster_283	84	76	0	0	0	0	0	0	0	8	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Burkholderiaceae;(1.0);Ralstonia;(1.0);Ralstonia pickettii;(0.94);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.3014	Cluster_284	87	0	87	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Rhizobiaceae;(1.0);Brucella;(1.0);Brucella melitensis;(1.0);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.727	Cluster_285	48	0	0	0	0	0	1	0	0	47	0
